name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note,species,hair_length,eye_size,hero_level,evil_level,energy_level,confidence_level
Ginny,https://onepiece.fandom.com/wiki/Ginny,https://static.wikia.nocookie.net/onepiece/images/7/73/Ginny_Anime_Infobox.png/revision/latest?cb=20250601163152,female,pink,wavy,round,oval,smiling,light,none,average,young,7,6,2,5,4,"anime,female,pink hair,smiling",귀엽고 자신감 넘치는 모습입니다.,human,medium,medium,3,1,8,7
Gyogyo,https://onepiece.fandom.com/wiki/Gyogyo,https://static.wikia.nocookie.net/onepiece/images/c/c5/Gyogyo_Anime_Infobox.png/revision/latest?cb=20250713162545,male,black,curly,wide,round,angry,light,yes,muscular,adult,2,4,3,5,6,"anime,muscular,angry",강렬한 인상입니다.,human,short,large,2,4,7,5
Freedom Fighters,https://onepiece.fandom.com/wiki/Freedom_Fighters,https://static.wikia.nocookie.net/onepiece/images/5/50/Freedom_Fighters_Infobox.png/revision/latest?cb=20250601163439,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Lindbergh,https://onepiece.fandom.com/wiki/Lindbergh,https://static.wikia.nocookie.net/onepiece/images/e/e1/Lindbergh_Anime_Infobox.png/revision/latest?cb=20190414113604,male,blue,spiky,round,oval,joyful,light,none,slim,young,7,6,1,8,5,"anime, joyful, inventor, quirky",재미있고 독특한 캐릭터입니다.,human,medium,large,4,1,9,8
Jewelry Bonney,https://onepiece.fandom.com/wiki/Jewelry_Bonney,https://static.wikia.nocookie.net/onepiece/images/6/62/Jewelry_Bonney_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20230123001318,female,pink,wavy,sharp,oval,angry,light,none,slim,young,5,7,3,2,6,"anime,female,pink hair,angry",강한 느낌의 캐릭터입니다.,human,medium,medium,4,2,8,7
Boa Sandersonia,https://onepiece.fandom.com/wiki/Boa_Sandersonia,https://static.wikia.nocookie.net/onepiece/images/8/8c/Boa_Sandersonia_Anime_Infobox.png/revision/latest?cb=20141017161424,female,green,wavy,sharp,round,smirk,light,none,slim,young,5,7,2,3,8,"anime,female,green hair,smirk",강한 자신감을 가진 캐릭터입니다.,human,long,medium,4,3,6,9
Boa Marigold,https://onepiece.fandom.com/wiki/Boa_Marigold,https://static.wikia.nocookie.net/onepiece/images/6/6c/Boa_Marigold_Anime_Infobox.png/revision/latest?cb=20150903140509,female,orange,curly,sharp,round,serious,light,none,curvy,adult,5,7,2,1,8,"anime,female,curvy,orange hair",강력한 여성 캐릭터입니다.,human,long,medium,3,2,6,9
Boa Hancock,https://onepiece.fandom.com/wiki/Boa_Hancock,https://static.wikia.nocookie.net/onepiece/images/f/f0/Boa_Hancock_Anime_Infobox.png/revision/latest?cb=20230126022456,female,black,straight,almond,oval,confident,light,none,slim,young,5,8,2,1,9,"elegant,strong,stylish",아름답고 자신감 넘치는 모습입니다.,human,long,medium,4,3,7,9
Chibi-Arts,https://onepiece.fandom.com/wiki/Chibi-Arts,https://static.wikia.nocookie.net/onepiece/images/3/30/Chibi-Arts_Hancock.png/revision/latest?cb=20210317014007,female,black,straight,large,oval,serious,light,none,petite,young,7,8,3,2,6,"anime,chibi,female,serious",아름답고 강력한 느낌입니다.,human,long,big,5,2,7,8
Kuja,https://onepiece.fandom.com/wiki/Kuja,https://static.wikia.nocookie.net/onepiece/images/4/4b/Kuja_Infobox.png/revision/latest?cb=20150127231939,female,black,long and wavy,sharp,oval,serious,light,none,curvy,young adult,3,8,7,1,9,"anime, female, villain, warrior",강력한 악당의 느낌입니다.,human,long,large,2,6,8,9
Blue Fan,https://onepiece.fandom.com/wiki/Blue_Fan,https://static.wikia.nocookie.net/onepiece/images/1/1b/Blue_Fan_Anime_Infobox.png/revision/latest?cb=20120929194926,female,orange,curly,round,round,happy,light,none,average,young,8,3,1,5,2,"cute, happy, playful",귀엽고 활기찬 느낌입니다.,human,medium,large,4,1,6,7
Poppy,https://onepiece.fandom.com/wiki/Poppy,https://static.wikia.nocookie.net/onepiece/images/f/f1/Poppy_Anime_Infobox.png/revision/latest?cb=20190725084747,female,black,straight,sharp,oval,serious,light,none,slim,young,3,8,4,1,7,"female,human,anime,strong",강한 느낌의 캐릭터입니다.,human,long,medium,6,2,6,8
Mero Mero no Mi,https://onepiece.fandom.com/wiki/Mero_Mero_no_Mi,https://static.wikia.nocookie.net/onepiece/images/9/98/Mero_Mero_no_Mi_Infobox.png/revision/latest?cb=20230306202058,unknown,,,,,,,,,,8,0,0,0,0,"cherry, cute, heart",귀엽고 사랑스러운 느낌입니다.,fruit,,,0,0,0,0
Amazon Lily,https://onepiece.fandom.com/wiki/Amazon_Lily,https://static.wikia.nocookie.net/onepiece/images/8/88/Amazon_Lily_Infobox.png/revision/latest?cb=20231222074153,female,black,long,sharp,oval,confident,light,none,athletic,young adult,5,8,2,1,9,"strong, warrior, confident, fierce",강력한 전사 같은 느낌입니다.,human,very long,medium,6,3,7,9
Bacura,https://onepiece.fandom.com/wiki/Bacura,https://static.wikia.nocookie.net/onepiece/images/1/10/Bacura_Anime_Infobox.png/revision/latest?cb=20130115215548,male,black,none,sharp,wide,angry,dark,none,large,adult,2,8,9,1,10,"fierce, powerful, dark",강력한 느낌의 캐릭터입니다.,animal,none,large,3,7,9,10
Slavery,https://onepiece.fandom.com/wiki/Slavery,https://static.wikia.nocookie.net/onepiece/images/7/7f/Gorgon_Sisters_as_Slaves.png/revision/latest?cb=20220910131730,female,green,wavy,large,oval,worried,light,none,slim,young,6,4,3,2,5,"anime,female,green hair,concerned",이 캐릭터는 걱정스러운 표정을 하고 있습니다.,human,long,big,3,2,4,3
Daisy,https://onepiece.fandom.com/wiki/Daisy,https://static.wikia.nocookie.net/onepiece/images/b/b7/Daisy_Anime_Infobox.png/revision/latest?cb=20130304220336,female,orange,curly,round,round,cheerful,light,none,slim,young,8,3,1,6,4,"cheerful,curly hair,cute,anime",귀엽고 활기찬 느낌입니다.,human,medium,large,2,1,7,5
Tacobo,https://onepiece.fandom.com/wiki/Tacobo,https://static.wikia.nocookie.net/onepiece/images/6/67/Tacobo_Anime_Infobox.png/revision/latest?cb=20180723083425,male,bald,none,narrow,round,smirk,light,none,large,adult,2,5,7,3,6,"bald, villain, smirk, wanted",강력한 악당의 느낌입니다.,human,none,small,1,8,4,7
Smoker,https://onepiece.fandom.com/wiki/Smoker,https://static.wikia.nocookie.net/onepiece/images/c/c4/Smoker_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20221101011905,male,white,short,narrow,angular,smirk,light,stubble,muscular,adult,2,8,5,3,9,"smoker, pirate, muscular, confident",강력한 느낌의 캐릭터입니다.,human,short,medium,6,4,7,9
Ran,https://onepiece.fandom.com/wiki/Ran,https://static.wikia.nocookie.net/onepiece/images/0/03/Ran_Anime_Infobox.png/revision/latest?cb=20091023200129,female,black,straight,sharp,oval,confident,light,none,slim,young,4,8,3,2,7,"confident, stylish, slim, young",강렬한 매력을 가진 캐릭터입니다.,human,short,medium,5,2,6,9
Tambu,https://onepiece.fandom.com/wiki/Tambu,https://static.wikia.nocookie.net/onepiece/images/e/ed/Tambu_Anime_Infobox.png/revision/latest?cb=20180918142712,male,brown,straight,droopy,oval,neutral,light,none,slim,adult,3,2,1,4,2,"anime, male, neutral, slim",차분한 느낌의 캐릭터입니다.,human,medium,small,1,0,3,2
Rindo,https://onepiece.fandom.com/wiki/Rindo,https://static.wikia.nocookie.net/onepiece/images/5/55/Rindo_Anime_Infobox.png/revision/latest?cb=20100423085744,female,black,straight,almond,oval,serious,light,none,slim,young,3,8,5,2,7,"anime,female,serious,cool",강한 느낌의 캐릭터입니다.,human,short,medium,4,3,6,8
Salome,https://onepiece.fandom.com/wiki/Salome,https://static.wikia.nocookie.net/onepiece/images/2/25/Salome_Anime_Infobox.png/revision/latest?cb=20171229142149,female,blue,long,round,skull,playful,yellow,none,serpentine,young,5,7,3,6,8,"anime,snake,playful,skull",재미있고 독특한 캐릭터입니다.,snake,long,large,2,4,7,6
Pluming,https://onepiece.fandom.com/wiki/Pluming,https://static.wikia.nocookie.net/onepiece/images/9/90/Pluming_Anime_Infobox.png/revision/latest?cb=20240901020521,male,green,bald with top bun,angry,round,angry,light,none,large,middle-aged,2,3,5,4,7,"angry, large, green hair, villain",강력한 악당의 느낌입니다.,human,short,medium,2,6,8,7
Tohenbok,https://onepiece.fandom.com/wiki/Tohenbok,https://static.wikia.nocookie.net/onepiece/images/1/15/Tohenbok_Anime_Infobox.png/revision/latest?cb=20180723083431,male,gray,spiky,narrow,square,angry,light,none,muscular,adult,2,7,5,3,8,"angry,muscular,spiky hair",강력한 느낌의 캐릭터입니다.,human,short,medium,4,6,7,9
8th Branch,https://onepiece.fandom.com/wiki/8th_Branch,https://static.wikia.nocookie.net/onepiece/images/f/f7/8th_Branch_Infobox.png/revision/latest?cb=20240728150538,unknown,,,,,,,,large,ancient,2,8,5,1,9,"ship, marine, powerful, ancient",강력한 해양 전투함입니다.,ship,,,0,7,6,8
77th Branch,https://onepiece.fandom.com/wiki/77th_Branch,https://static.wikia.nocookie.net/onepiece/images/a/a3/77th_Branch_Infobox.png/revision/latest?cb=20250430022132,none,,,,,,,,ship,,0,0,0,0,0,"marine, ship, anime",이 배는 강력한 느낌을 줍니다.,ship,,,0,0,0,0
Giant Squad,https://onepiece.fandom.com/wiki/Giant_Squad,https://static.wikia.nocookie.net/onepiece/images/3/37/Giant_Squad_Infobox.png/revision/latest?cb=20250922233758,male,black,curly,round,round,smiling,light,none,muscular,adult,3,7,2,5,8,"anime, muscular, hero, funny",강력한 캐릭터의 느낌입니다.,human,short,medium,6,1,7,8
Sicily,https://onepiece.fandom.com/wiki/Sicily,https://static.wikia.nocookie.net/onepiece/images/b/bc/Sicily_Manga_Infobox.png/revision/latest?cb=20170318232006,male,white,long,sharp,angular,serious,light,none,slim,middle-aged,2,7,3,1,8,"military, serious, leader",강력한 리더의 느낌입니다.,human,medium,medium,6,2,5,9
16th Branch,https://onepiece.fandom.com/wiki/16th_Branch,https://static.wikia.nocookie.net/onepiece/images/7/7f/16th_Branch_Infobox.png/revision/latest?cb=20221107184235,,,,,,,,,,,0,0,0,0,0,"anime, building, marine, dome",이 건물은 귀엽고 독특해요.,building,,,0,0,0,0
SWORD,https://onepiece.fandom.com/wiki/SWORD,https://static.wikia.nocookie.net/onepiece/images/a/a9/SWORD_Infobox.png/revision/latest?cb=20240929025211,male,orange,spiky,sharp,angular,serious,light,none,muscular,young adult,2,8,5,1,9,"anime, warrior, serious",강력한 전사 같은 느낌입니다.,human,short,medium,7,3,8,9
Vice Admiral,https://onepiece.fandom.com/wiki/Vice_Admiral,https://static.wikia.nocookie.net/onepiece/images/7/76/Vice_Admirals.png/revision/latest?cb=20250414060214,male,black,long,sharp,angular,serious,light,none,muscular,middle-aged,2,8,5,1,9,"military, leader, strong",강력한 리더의 느낌입니다.,human,long,medium,7,3,6,9
Ripper,https://onepiece.fandom.com/wiki/Ripper,https://static.wikia.nocookie.net/onepiece/images/8/82/Ripper_Anime_Infobox.png/revision/latest?cb=20240306170748,male,black,short,narrow,square,serious,dark,goatee,muscular,adult,2,8,6,1,7,"muscular,serious,goatee",강한 인상을 주는 캐릭터입니다.,human,short,medium,5,3,6,9
Morgan,https://onepiece.fandom.com/wiki/Morgan,https://static.wikia.nocookie.net/onepiece/images/e/e5/Morgan_Anime_Infobox.png/revision/latest?cb=20160802223743,male,blonde,spiky,narrow,square,angry,tan,stubble,muscular,adult,2,8,5,1,9,"muscular,angry,blonde,spiky",강력한 느낌의 캐릭터입니다.,human,short,medium,6,4,7,9
Two Base,https://onepiece.fandom.com/wiki/Two_Base,https://static.wikia.nocookie.net/onepiece/images/9/98/Two_Base_Infobox.png/revision/latest?cb=20230419054106,male,black,long,unknown,unknown,neutral,light,none,athletic,young,4,6,2,5,7,"marine, water gun, casual, athletic",귀여운 해양 캐릭터입니다.,human,medium,unknown,5,1,6,7
Very Good,https://onepiece.fandom.com/wiki/Very_Good,https://static.wikia.nocookie.net/onepiece/images/3/3a/Very_Good_Anime_Infobox.png/revision/latest?cb=20230812130315,male,black,curly,sharp,angular,smirking,light,none,muscular,adult,2,7,3,5,8,"marine, confident, muscular, smirk",강한 자신감이 느껴진다.,human,short,medium,4,6,7,9
G-1,https://onepiece.fandom.com/wiki/G-1,https://static.wikia.nocookie.net/onepiece/images/d/db/G-1_Infobox.png/revision/latest?cb=20130207051044,unknown,,,,,,,,,,0,0,0,0,0,"fortress, structure, anime",이 건물은 강력한 느낌을 줍니다.,building,,,0,0,0,0
Eliza (Odyssey),https://onepiece.fandom.com/wiki/Eliza_(Odyssey),https://static.wikia.nocookie.net/onepiece/images/1/16/Eliza_%28Odyssey%29_Infobox.png/revision/latest?cb=20221222151246,female,brown,short,round,oval,determined,light,none,slim,young,5,7,2,1,8,"anime, warrior, determined, young",강한 의지를 가진 캐릭터입니다.,human,medium,large,6,1,7,8
Governor,https://onepiece.fandom.com/wiki/Governor,https://static.wikia.nocookie.net/onepiece/images/1/15/Governor_Anime_Infobox.png/revision/latest?cb=20250827024308,male,dark brown,spiky,sharp,angular,confident,light,none,slim,adult,2,8,6,1,9,"noble, villain, stylish",강력한 카리스마를 가진 캐릭터입니다.,human,medium,medium,2,7,6,9
Shine,https://onepiece.fandom.com/wiki/Shine,https://static.wikia.nocookie.net/onepiece/images/0/0b/Shine_Anime_Infobox.png/revision/latest?cb=20131017223937,male,black,short,simple,square,neutral,tan,goatee,muscular,adult,2,6,1,3,7,"muscular, sailor, neutral, goatee",강한 인상을 주는 캐릭터입니다.,human,short,medium,5,1,6,8
Pirate,https://onepiece.fandom.com/wiki/Pirate,https://static.wikia.nocookie.net/onepiece/images/2/2c/Pirate_Infobox.png/revision/latest?cb=20220419092926,male,brown,long,sharp,angular,serious,light,stubble,muscular,young adult,3,8,6,2,9,"pirate, serious, muscular, adventurous",강렬한 해적의 느낌입니다.,human,medium,medium,7,2,8,9
Royal,https://onepiece.fandom.com/wiki/Royal,https://static.wikia.nocookie.net/onepiece/images/d/db/Royal_Infobox.png/revision/latest?cb=20240806042717,female,pink,long,round,oval,happy,light,none,slim,young,8,4,1,3,5,"anime, female, pink hair, happy",귀엽고 활기찬 느낌입니다.,human,very long,large,6,1,7,6
Neggy,https://onepiece.fandom.com/wiki/Neggy,https://static.wikia.nocookie.net/onepiece/images/f/fd/Neggy_Anime_Infobox.png/revision/latest?cb=20210629155208,female,black,long,sharp,long,smiling,light,none,slim,adult,4,6,3,2,7,"elegant, regal, confident",우아한 느낌이 있어요.,human,very long,medium,5,2,6,8
Admiral (Fleet Captain),https://onepiece.fandom.com/wiki/Admiral_(Fleet_Captain),https://static.wikia.nocookie.net/onepiece/images/b/bb/Krieg_Anime_Infobox.png/revision/latest?cb=20230123170612,male,gray,short,narrow,square,serious,light,none,muscular,adult,2,8,5,1,9,"military, strong, serious, leader",강력한 리더의 느낌입니다.,human,short,medium,6,3,7,9
Family,https://onepiece.fandom.com/wiki/Family,https://static.wikia.nocookie.net/onepiece/images/4/4f/One_Piece_Oceans_of_Dreams.png/revision/latest?cb=20250212140552,mixed,varied,varied,varied,varied,varied,varied,none,varied,young,7,8,2,6,9,"anime, adventure, crew, diverse",다양한 캐릭터들이 모여있어요.,human,varied,varied,8,1,9,8
Moulon Family,https://onepiece.fandom.com/wiki/Moulon_Family,https://static.wikia.nocookie.net/onepiece/images/1/16/Moulon_Family_Infobox.png/revision/latest?cb=20260524151741,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,"anime,character",비주얼이 독특하다.,human,unknown,unknown,0,0,0,0
"""Gang"" Bege's Oh My Family",https://onepiece.fandom.com/wiki/%22Gang%22_Bege%27s_Oh_My_Family,https://static.wikia.nocookie.net/onepiece/images/c/c8/Gang_Bege%27s_Oh_My_Family.png/revision/latest?cb=20231120190229,male,black,short,round,round,happy,light,none,average,adult,5,6,2,7,4,"anime, character, happy, family",재미있고 유쾌한 느낌입니다.,human,short,medium,3,1,8,7
Bavette Family,https://onepiece.fandom.com/wiki/Bavette_Family,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Zona Family,https://onepiece.fandom.com/wiki/Zona_Family,https://static.wikia.nocookie.net/onepiece/images/3/3e/Zona_Family_Infobox.png/revision/latest?cb=20230413043915,female,pink,wavy,round,round,serious,light,none,plus-size,adult,5,4,2,3,6,"family, colorful, serious",강한 가족의 느낌이 있다.,human,medium,medium,4,1,5,7
Nazawa Family,https://onepiece.fandom.com/wiki/Nazawa_Family,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Accino Family,https://onepiece.fandom.com/wiki/Accino_Family,https://static.wikia.nocookie.net/onepiece/images/1/12/Accino_Family_Infobox.png/revision/latest?cb=20121005231453,unknown,red,spiky,round,round,surprised,light,none,small,young,8,3,1,7,2,"cartoon,red,funny",귀엽고 유머러스한 느낌입니다.,cartoon,short,large,1,0,6,4
Satchels Family,https://onepiece.fandom.com/wiki/Satchels_Family,https://static.wikia.nocookie.net/onepiece/images/7/79/Satchels_Maffey_Manga_Infobox.png/revision/latest?cb=20250928150656,female,black and blonde,wavy,large,oval,smiling,light,none,curvy,young adult,3,8,5,4,7,"anime, villain, confident, stylish",강렬한 매력을 가진 캐릭터입니다.,human,long,big,2,6,9,8
Nefertari Family,https://onepiece.fandom.com/wiki/Nefertari_Family,https://static.wikia.nocookie.net/onepiece/images/7/73/Nefertari_Family_Infobox.png/revision/latest?cb=20240622144051,female,blue,long,sharp,oval,smiling,light,none,slim,young,7,6,2,3,5,"elegant, royal, confident",아름답고 자신감 넘치는 모습입니다.,human,long,medium,6,1,7,8
Kurokoma Family,https://onepiece.fandom.com/wiki/Kurokoma_Family,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Fugetsu Family,https://onepiece.fandom.com/wiki/Fugetsu_Family,https://static.wikia.nocookie.net/onepiece/images/5/5b/Fugetsu_Omusubi_Anime_Infobox.png/revision/latest?cb=20230122025951,male,dark brown,long,angry,round,angry,light,none,chubby,adult,2,3,4,1,6,"angry, chubby, long hair, traditional",강한 인상을 주는 캐릭터입니다.,human,long,medium,2,5,7,6
